,record_type,school_name,district_name,county_name,grade_11_enroll,grade_11_takers,grade_11_erw_bm_num,grade_11_erw_bm_pct,grade_11_maths_bm_num,grade_11_maths_bm_pct,grade_11_total_bm_num,grade_11_total_bm_pct,grade_12_enroll,grade_12_takers,grade_12_erw_bm_num,grade_12_erw_bm_pct,grade_12_maths_bm_num,grade_12_maths_bm_pct,grade_12_total_bm_num,grade_12_total_bm_pct
2061,D,C/D level,Milpitas Unified,Santa Clara,827.0,379.0,355.0,93.67,342.0,90.24,328.0,86.54,829.0,335.0,297.0,88.66,259.0,77.31,249.0,74.33
2062,D,C/D level,Santa Cruz City High,Santa Cruz,824.0,351.0,314.0,89.46,278.0,79.2,269.0,76.64,862.0,287.0,236.0,82.23,193.0,67.25,183.0,63.76
2063,D,C/D level,Waterford Unified,Stanislaus,297.0,47.0,38.0,80.85,35.0,74.47,33.0,70.21,359.0,66.0,43.0,65.15,20.0,30.3,18.0,27.27
2064,D,C/D level,Red Bluff Joint Union High,Tehama,421.0,70.0,56.0,80.0,53.0,75.71,48.0,68.57,372.0,46.0,35.0,76.09,30.0,65.22,29.0,63.04
2066,D,C/D level,Livermore Valley Joint Unified,Alameda,1119.0,379.0,369.0,97.36,337.0,88.92,332.0,87.6,1128.0,315.0,279.0,88.57,246.0,78.1,231.0,73.33
2068,D,C/D level,El Dorado Union High,El Dorado,1648.0,620.0,585.0,94.35,565.0,91.13,550.0,88.71,1609.0,526.0,483.0,91.83,417.0,79.28,404.0,76.81
2069,D,C/D level,Sierra Unified,Fresno,94.0,23.0,19.0,82.61,15.0,65.22,14.0,60.87,103.0,28.0,26.0,92.86,15.0,53.57,15.0,53.57
2070,D,C/D level,Eureka City Schools,Humboldt,310.0,56.0,41.0,73.21,39.0,69.64,34.0,60.71,347.0,58.0,48.0,82.76,33.0,56.9,32.0,55.17
2071,D,C/D level,Holtville Unified,Imperial,137.0,42.0,36.0,85.71,18.0,42.86,18.0,42.86,151.0,52.0,41.0,78.85,19.0,36.54,18.0,34.62
2072,D,C/D level,Kern County Office of Education,Kern,478.0,116.0,50.0,43.1,25.0,21.55,24.0,20.69,582.0,113.0,48.0,42.48,27.0,23.89,24.0,21.24
2074,D,C/D level,Las Virgenes Unified,Los Angeles,984.0,390.0,376.0,96.41,336.0,86.15,331.0,84.87,986.0,337.0,309.0,91.69,254.0,75.37,248.0,73.59
2075,D,C/D level,San Marino Unified,Los Angeles,265.0,164.0,161.0,98.17,160.0,97.56,158.0,96.34,275.0,120.0,114.0,95.0,112.0,93.33,110.0,91.67
2076,D,C/D level,Hacienda la Puente Unified,Los Angeles,1369.0,1082.0,554.0,51.2,386.0,35.67,350.0,32.35,1459.0,1110.0,541.0,48.74,362.0,32.61,323.0,29.1
2077,D,C/D level,Chawanakee Unified,Madera,156.0,47.0,35.0,74.47,20.0,42.55,19.0,40.43,154.0,47.0,30.0,63.83,12.0,25.53,12.0,25.53
2078,D,C/D level,Ukiah Unified,Mendocino,486.0,101.0,83.0,82.18,76.0,75.25,71.0,70.3,525.0,91.0,76.0,83.52,60.0,65.93,57.0,62.64
2079,D,C/D level,Willits Unified,Mendocino,151.0,36.0,22.0,61.11,15.0,41.67,12.0,33.33,102.0,19.0,14.0,73.68,7.0,36.84,6.0,31.58
2081,D,C/D level,Delhi Unified,Merced,169.0,59.0,40.0,67.8,13.0,22.03,13.0,22.03,167.0,82.0,50.0,60.98,14.0,17.07,14.0,17.07
2082,D,C/D level,Monterey Peninsula Unified,Monterey,808.0,250.0,172.0,68.8,126.0,50.4,115.0,46.0,854.0,536.0,311.0,58.02,199.0,37.13,181.0,33.77
2083,D,C/D level,Temecula Valley Unified,Riverside,2417.0,1118.0,1011.0,90.43,844.0,75.49,821.0,73.43,2453.0,1014.0,863.0,85.11,595.0,58.68,573.0,56.51
2084,D,C/D level,Murrieta Valley Unified,Riverside,2088.0,866.0,751.0,86.72,589.0,68.01,569.0,65.7,2168.0,834.0,676.0,81.06,461.0,55.28,438.0,52.52
2085,D,C/D level,Elk Grove Unified,Sacramento,4996.0,2088.0,1693.0,81.08,1446.0,69.25,1389.0,66.52,5228.0,1884.0,1467.0,77.87,1117.0,59.29,1051.0,55.79
2086,D,C/D level,Rim of the World Unified,San Bernardino,238.0,47.0,43.0,91.49,26.0,55.32,25.0,53.19,239.0,56.0,41.0,73.21,19.0,33.93,17.0,30.36
2087,D,C/D level,Yucaipa-Calimesa Joint Unified,San Bernardino,734.0,205.0,178.0,86.83,144.0,70.24,137.0,66.83,739.0,227.0,180.0,79.3,135.0,59.47,129.0,56.83
2088,D,C/D level,Carlsbad Unified,San Diego,888.0,433.0,413.0,95.38,367.0,84.76,362.0,83.6,913.0,341.0,311.0,91.2,263.0,77.13,259.0,75.95
2090,D,C/D level,Yreka Union High,Siskiyou,154.0,32.0,29.0,90.63,20.0,62.5,20.0,62.5,150.0,41.0,31.0,75.61,24.0,58.54,22.0,53.66
2092,D,C/D level,Live Oak Unified,Sutter,153.0,53.0,37.0,69.81,23.0,43.4,22.0,41.51,143.0,36.0,24.0,66.67,12.0,33.33,11.0,30.56
2095,D,C/D level,Washington Unified,Yolo,564.0,132.0,105.0,79.55,78.0,59.09,74.0,56.06,563.0,182.0,110.0,60.44,71.0,39.01,66.0,36.26
2096,D,C/D level,Alameda Unified,Alameda,871.0,439.0,386.0,87.93,358.0,81.55,348.0,79.27,919.0,373.0,291.0,78.02,240.0,64.34,222.0,59.52
2099,D,C/D level,Fowler Unified,Fresno,169.0,94.0,55.0,58.51,27.0,28.72,26.0,27.66,211.0,76.0,44.0,57.89,19.0,25.0,18.0,23.68
2100,D,C/D level,Golden Plains Unified,Fresno,109.0,104.0,19.0,18.27,1.0,0.96,1.0,0.96,125.0,27.0,10.0,37.04,0.0,0.0,0.0,0.0
2101,D,C/D level,Caruthers Unified,Fresno,169.0,67.0,30.0,44.78,19.0,28.36,14.0,20.9,156.0,57.0,29.0,50.88,12.0,21.05,12.0,21.05
2102,D,C/D level,Northern Humboldt Union High,Humboldt,398.0,127.0,108.0,85.04,94.0,74.02,91.0,71.65,424.0,100.0,90.0,90.0,68.0,68.0,66.0,66.0
2104,D,C/D level,Mojave Unified,Kern,181.0,17.0,13.0,76.47,9.0,52.94,8.0,47.06,143.0,31.0,26.0,83.87,10.0,32.26,10.0,32.26
2105,D,C/D level,Muroc Joint Unified,Kern,107.0,21.0,21.0,100.0,16.0,76.19,16.0,76.19,123.0,32.0,30.0,93.75,20.0,62.5,19.0,59.38
2108,D,C/D level,Hawthorne,Los Angeles,128.0,106.0,93.0,87.74,80.0,75.47,78.0,73.58,112.0,64.0,55.0,85.94,42.0,65.63,41.0,64.06
2109,D,C/D level,Monrovia Unified,Los Angeles,413.0,103.0,86.0,83.5,73.0,70.87,68.0,66.02,473.0,185.0,137.0,74.05,81.0,43.78,79.0,42.7
2110,D,C/D level,Montebello Unified,Los Angeles,2166.0,565.0,400.0,70.8,252.0,44.6,238.0,42.12,2333.0,658.0,415.0,63.07,229.0,34.8,211.0,32.07
2111,D,C/D level,Pomona Unified,Los Angeles,1720.0,533.0,356.0,66.79,223.0,41.84,202.0,37.9,1897.0,651.0,359.0,55.15,177.0,27.19,165.0,25.35
2113,D,C/D level,Carmel Unified,Monterey,231.0,91.0,91.0,100.0,88.0,96.7,88.0,96.7,215.0,59.0,55.0,93.22,46.0,77.97,46.0,77.97
2114,D,C/D level,Salinas Union High,Monterey,2645.0,586.0,436.0,74.4,298.0,50.85,279.0,47.61,2683.0,725.0,448.0,61.79,261.0,36.0,241.0,33.24
2115,D,C/D level,Orange County Department of Education,Orange,1300.0,72.0,60.0,83.33,52.0,72.22,48.0,66.67,708.0,85.0,58.0,68.24,41.0,48.24,37.0,43.53
2116,D,C/D level,Tustin Unified,Orange,1963.0,921.0,786.0,85.34,686.0,74.48,668.0,72.53,1992.0,761.0,631.0,82.92,491.0,64.52,475.0,62.42
2119,D,C/D level,Rocklin Unified,Placer,1216.0,554.0,532.0,96.03,488.0,88.09,484.0,87.36,1171.0,417.0,376.0,90.17,324.0,77.7,316.0,75.78
2120,D,C/D level,Alvord Unified,Riverside,1430.0,1202.0,573.0,47.67,293.0,24.38,266.0,22.13,1517.0,357.0,224.0,62.75,143.0,40.06,129.0,36.13
2121,D,C/D level,Moreno Valley Unified,Riverside,2353.0,652.0,390.0,59.82,217.0,33.28,201.0,30.83,2481.0,1992.0,759.0,38.1,345.0,17.32,320.0,16.06
2122,D,C/D level,Folsom-Cordova Unified,Sacramento,1645.0,558.0,537.0,96.24,512.0,91.76,502.0,89.96,1617.0,460.0,408.0,88.7,345.0,75.0,333.0,72.39
2123,D,C/D level,Morongo Unified,San Bernardino,537.0,86.0,80.0,93.02,53.0,61.63,52.0,60.47,565.0,102.0,84.0,82.35,47.0,46.08,47.0,46.08
2124,D,C/D level,Lucerne Valley Unified,San Bernardino,721.0,24.0,20.0,83.33,15.0,62.5,15.0,62.5,506.0,26.0,17.0,65.38,8.0,30.77,7.0,26.92
2126,D,C/D level,Manteca Unified,San Joaquin,1923.0,353.0,287.0,81.3,213.0,60.34,204.0,57.79,1925.0,529.0,382.0,72.21,203.0,38.37,194.0,36.67
2127,D,C/D level,Lucia Mar Unified,San Luis Obispo,809.0,284.0,245.0,86.27,204.0,71.83,192.0,67.61,865.0,202.0,176.0,87.13,121.0,59.9,120.0,59.41
2129,D,C/D level,South San Francisco Unified,San Mateo,671.0,125.0,109.0,87.2,92.0,73.6,91.0,72.8,682.0,236.0,196.0,83.05,157.0,66.53,151.0,63.98
2130,D,C/D level,Los Gatos-Saratoga Joint Union High,Santa Clara,875.0,602.0,596.0,99.0,578.0,96.01,577.0,95.85,870.0,292.0,284.0,97.26,267.0,91.44,265.0,90.75
2131,D,C/D level,Anderson Union High,Shasta,425.0,74.0,61.0,82.43,48.0,64.86,45.0,60.81,444.0,76.0,56.0,73.68,33.0,43.42,30.0,39.47
2132,D,C/D level,Vacaville Unified,Solano,1139.0,307.0,267.0,86.97,223.0,72.64,216.0,70.36,975.0,351.0,275.0,78.35,201.0,57.26,188.0,53.56
2134,D,C/D level,Roseland,Sonoma,173.0,101.0,71.0,70.3,44.0,43.56,41.0,40.59,147.0,49.0,26.0,53.06,17.0,34.69,16.0,32.65
2135,D,C/D level,Windsor Unified,Sonoma,464.0,153.0,140.0,91.5,102.0,66.67,98.0,64.05,466.0,140.0,121.0,86.43,79.0,56.43,75.0,53.57
2136,D,C/D level,Oakdale Joint Unified,Stanislaus,426.0,117.0,108.0,92.31,84.0,71.79,82.0,70.09,437.0,92.0,72.0,78.26,68.0,73.91,60.0,65.22
2137,D,C/D level,Turlock Unified,Stanislaus,1244.0,297.0,255.0,85.86,200.0,67.34,194.0,65.32,1240.0,393.0,299.0,76.08,187.0,47.58,178.0,45.29
2138,D,C/D level,Sutter County Office of Education,Sutter,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2140,D,C/D level,Tuolumne County Superintendent of Schools,Tuolumne,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2141,D,C/D level,Yolo County Office of Education,Yolo,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2142,D,C/D level,Castro Valley Unified,Alameda,759.0,350.0,327.0,93.43,302.0,86.29,293.0,83.71,737.0,311.0,279.0,89.71,243.0,78.14,234.0,75.24
2144,D,C/D level,Contra Costa County Office of Education,Contra Costa,887.0,453.0,379.0,83.66,301.0,66.45,292.0,64.46,771.0,295.0,237.0,80.34,179.0,60.68,175.0,59.32
2145,D,C/D level,San Ramon Valley Unified,Contra Costa,2699.0,1552.0,1515.0,97.62,1456.0,93.81,1442.0,92.91,2652.0,933.0,892.0,95.61,796.0,85.32,785.0,84.14
2146,D,C/D level,Sanger Unified,Fresno,813.0,223.0,164.0,73.54,139.0,62.33,123.0,55.16,850.0,335.0,209.0,62.39,126.0,37.61,116.0,34.63
2148,D,C/D level,Bellflower Unified,Los Angeles,955.0,211.0,177.0,83.89,144.0,68.25,136.0,64.45,953.0,263.0,207.0,78.71,138.0,52.47,130.0,49.43
2149,D,C/D level,West Covina Unified,Los Angeles,1153.0,279.0,240.0,86.02,189.0,67.74,179.0,64.16,1194.0,356.0,278.0,78.09,185.0,51.97,171.0,48.03
2150,D,C/D level,San Rafael City High,Marin,674.0,279.0,250.0,89.61,209.0,74.91,202.0,72.4,634.0,245.0,195.0,79.59,147.0,60.0,142.0,57.96
2152,D,C/D level,North Monterey County Unified,Monterey,329.0,68.0,44.0,64.71,26.0,38.24,24.0,35.29,369.0,111.0,64.0,57.66,30.0,27.03,30.0,27.03
2153,D,C/D level,Brea-Olinda Unified,Orange,433.0,142.0,133.0,93.66,127.0,89.44,125.0,88.03,506.0,205.0,188.0,91.71,154.0,75.12,148.0,72.2
2154,D,C/D level,Orange Unified,Orange,2100.0,426.0,401.0,94.13,337.0,79.11,335.0,78.64,2261.0,1870.0,1053.0,56.31,709.0,37.91,670.0,35.83
2155,D,C/D level,Los Alamitos Unified,Orange,761.0,359.0,339.0,94.43,292.0,81.34,289.0,80.5,759.0,319.0,292.0,91.54,234.0,73.35,227.0,71.16
2156,D,C/D level,Tahoe-Truckee Unified,Placer,306.0,145.0,125.0,86.21,119.0,82.07,112.0,77.24,303.0,105.0,83.0,79.05,70.0,66.67,65.0,61.9
2157,D,C/D level,Hemet Unified,Riverside,1725.0,238.0,173.0,72.69,113.0,47.48,109.0,45.8,1858.0,1195.0,583.0,48.79,288.0,24.1,272.0,22.76
2158,D,C/D level,Center Joint Unified,Sacramento,319.0,41.0,36.0,87.8,33.0,80.49,31.0,75.61,354.0,53.0,44.0,83.02,36.0,67.92,33.0,62.26
2159,D,C/D level,Barstow Unified,San Bernardino,367.0,53.0,40.0,75.47,37.0,69.81,31.0,58.49,394.0,44.0,29.0,65.91,19.0,43.18,19.0,43.18
2160,D,C/D level,Victor Valley Union High,San Bernardino,2010.0,1520.0,694.0,45.66,275.0,18.09,266.0,17.5,1911.0,501.0,314.0,62.67,145.0,28.94,137.0,27.35
2161,D,C/D level,Snowline Joint Unified,San Bernardino,541.0,130.0,111.0,85.38,87.0,66.92,85.0,65.38,560.0,138.0,111.0,80.43,67.0,48.55,65.0,47.1
2162,D,C/D level,San Francisco Unified,San Francisco,4430.0,2042.0,1702.0,83.35,1566.0,76.69,1482.0,72.58,4399.0,2256.0,1579.0,69.99,1380.0,61.17,1248.0,55.32
2163,D,C/D level,San Luis Obispo County Office of Education,San Luis Obispo,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2165,D,C/D level,Morgan Hill Unified,Santa Clara,692.0,255.0,231.0,90.59,200.0,78.43,194.0,76.08,636.0,259.0,222.0,85.71,180.0,69.5,172.0,66.41
2167,D,C/D level,Woodlake Unified,Tulare,156.0,56.0,39.0,69.64,23.0,41.07,21.0,37.5,168.0,22.0,15.0,68.18,6.0,27.27,6.0,27.27
2169,D,C/D level,Oak Park Unified,Ventura,419.0,216.0,213.0,98.61,203.0,93.98,202.0,93.52,438.0,168.0,160.0,95.24,147.0,87.5,146.0,86.9
2171,D,C/D level,Acalanes Union High,Contra Costa,1362.0,719.0,707.0,98.33,674.0,93.74,672.0,93.46,1408.0,473.0,452.0,95.56,393.0,83.09,393.0,83.09
2172,D,C/D level,Pittsburg Unified,Contra Costa,969.0,263.0,190.0,72.24,106.0,40.3,102.0,38.78,840.0,279.0,164.0,58.78,96.0,34.41,89.0,31.9
2173,D,C/D level,Kerman Unified,Fresno,353.0,139.0,90.0,64.75,40.0,28.78,37.0,26.62,416.0,102.0,66.0,64.71,38.0,37.25,37.0,36.27
2175,D,C/D level,Bishop Unified,Inyo,139.0,51.0,39.0,76.47,32.0,62.75,30.0,58.82,158.0,53.0,41.0,77.36,29.0,54.72,27.0,50.94
2176,D,C/D level,Bonita Unified,Los Angeles,834.0,601.0,503.0,83.69,371.0,61.73,359.0,59.73,865.0,316.0,259.0,81.96,176.0,55.7,168.0,53.16
2177,D,C/D level,El Rancho Unified,Los Angeles,657.0,240.0,159.0,66.25,101.0,42.08,92.0,38.33,731.0,267.0,165.0,61.8,95.0,35.58,85.0,31.84
2178,D,C/D level,Palos Verdes Peninsula Unified,Los Angeles,951.0,464.0,447.0,96.34,427.0,92.03,421.0,90.73,1118.0,440.0,416.0,94.55,372.0,84.55,365.0,82.95
2179,D,C/D level,Los Banos Unified,Merced,831.0,117.0,88.0,75.21,56.0,47.86,52.0,44.44,815.0,215.0,134.0,62.33,67.0,31.16,63.0,29.3
2180,D,C/D level,Gonzales Unified,Monterey,195.0,62.0,36.0,58.06,9.0,14.52,8.0,12.9,191.0,54.0,31.0,57.41,9.0,16.67,8.0,14.81
2181,D,C/D level,Western Placer Unified,Placer,760.0,146.0,132.0,90.41,106.0,72.6,104.0,71.23,745.0,142.0,117.0,82.39,75.0,52.82,72.0,50.7
2182,D,C/D level,Jurupa Unified,Riverside,1453.0,463.0,288.0,62.2,175.0,37.8,154.0,33.26,1486.0,383.0,228.0,59.53,133.0,34.73,127.0,33.16
2183,D,C/D level,Perris Union High,Riverside,2205.0,619.0,432.0,69.79,285.0,46.04,269.0,43.46,2224.0,696.0,441.0,63.36,218.0,31.32,203.0,29.17
2184,D,C/D level,Dehesa Elementary,San Diego,613.0,22.0,21.0,95.45,14.0,63.64,14.0,63.64,469.0,26.0,19.0,73.08,10.0,38.46,10.0,38.46
2185,D,C/D level,Spencer Valley Elementary,San Diego,298.0,17.0,13.0,76.47,8.0,47.06,8.0,47.06,299.0,27.0,24.0,88.89,15.0,55.56,15.0,55.56
2186,D,C/D level,Vista Unified,San Diego,2233.0,481.0,415.0,86.28,357.0,74.22,346.0,71.93,2363.0,527.0,399.0,75.71,321.0,60.91,302.0,57.31
2187,D,C/D level,SBC - High Tech High,San Diego,220.0,156.0,130.0,83.33,78.0,50.0,77.0,49.36,242.0,149.0,101.0,67.79,45.0,30.2,43.0,28.86
2189,D,C/D level,Linden Unified,San Joaquin,170.0,48.0,35.0,72.92,20.0,41.67,18.0,37.5,177.0,33.0,26.0,78.79,14.0,42.42,14.0,42.42
2190,D,C/D level,Lodi Unified,San Joaquin,2441.0,479.0,415.0,86.64,368.0,76.83,350.0,73.07,2471.0,732.0,551.0,75.27,436.0,59.56,407.0,55.6
2191,D,C/D level,Ripon Unified,San Joaquin,424.0,113.0,104.0,92.04,83.0,73.45,82.0,72.57,405.0,94.0,83.0,88.3,46.0,48.94,45.0,47.87
2192,D,C/D level,Carpinteria Unified,Santa Barbara,158.0,63.0,57.0,90.48,46.0,73.02,45.0,71.43,167.0,49.0,39.0,79.59,34.0,69.39,31.0,63.27
2193,D,C/D level,SBE - Olive Grove Charter - Lompoc,Santa Barbara,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2194,D,C/D level,Campbell Union High,Santa Clara,1963.0,884.0,839.0,94.91,733.0,82.92,726.0,82.13,2023.0,661.0,581.0,87.9,459.0,69.44,447.0,67.62
2195,D,C/D level,San Jose Unified,Santa Clara,2577.0,2196.0,1483.0,67.53,1074.0,48.91,1038.0,47.27,2648.0,648.0,508.0,78.4,385.0,59.41,371.0,57.25
2196,D,C/D level,Ceres Unified,Stanislaus,1103.0,376.0,254.0,67.55,149.0,39.63,136.0,36.17,1073.0,352.0,201.0,57.1,92.0,26.14,82.0,23.3
2198,D,C/D level,Exeter Unified,Tulare,252.0,54.0,45.0,83.33,30.0,55.56,29.0,53.7,225.0,50.0,34.0,68.0,17.0,34.0,15.0,30.0
2199,D,C/D level,Summerville Union High,Tuolumne,206.0,32.0,30.0,93.75,21.0,65.63,20.0,62.5,189.0,25.0,21.0,84.0,16.0,64.0,16.0,64.0
2200,D,C/D level,Esparto Unified,Yolo,83.0,18.0,16.0,88.89,11.0,61.11,11.0,61.11,46.0,16.0,6.0,37.5,6.0,37.5,4.0,25.0
2201,D,C/D level,Durham Unified,Butte,74.0,42.0,38.0,90.48,32.0,76.19,30.0,71.43,72.0,31.0,30.0,96.77,21.0,67.74,21.0,67.74
2202,D,C/D level,Paradise Unified,Butte,298.0,30.0,27.0,90.0,24.0,80.0,22.0,73.33,328.0,54.0,49.0,90.74,39.0,72.22,38.0,70.37
2203,D,C/D level,Martinez Unified,Contra Costa,307.0,83.0,77.0,92.77,68.0,81.93,66.0,79.52,349.0,80.0,72.0,90.0,60.0,75.0,60.0,75.0
2204,D,C/D level,Mt. Diablo Unified,Contra Costa,2047.0,566.0,500.0,88.34,428.0,75.62,417.0,73.67,2145.0,614.0,477.0,77.69,377.0,61.4,364.0,59.28
2205,D,C/D level,Lake Tahoe Unified,El Dorado,272.0,70.0,63.0,90.0,55.0,78.57,54.0,77.14,275.0,54.0,43.0,79.63,30.0,55.56,28.0,51.85
2206,D,C/D level,Kings Canyon Joint Unified,Fresno,775.0,250.0,173.0,69.2,86.0,34.4,81.0,32.4,619.0,169.0,97.0,57.4,51.0,30.18,48.0,28.4
2207,D,C/D level,Central Unified,Fresno,1135.0,359.0,238.0,66.3,112.0,31.2,107.0,29.81,1096.0,379.0,224.0,59.1,98.0,25.86,94.0,24.8
2208,D,C/D level,Kern High,Kern,9847.0,1873.0,1468.0,78.38,1145.0,61.13,1061.0,56.65,10175.0,2786.0,1739.0,62.42,1113.0,39.95,1025.0,36.79
2209,D,C/D level,Lemoore Union High,Kings,519.0,97.0,79.0,81.44,63.0,64.95,57.0,58.76,527.0,131.0,103.0,78.63,57.0,43.51,53.0,40.46
2210,D,C/D level,Irvine Unified,Orange,2622.0,1266.0,1233.0,97.39,1228.0,97.0,1209.0,95.5,2552.0,831.0,787.0,94.71,750.0,90.25,732.0,88.09
2211,D,C/D level,Placer Union High,Placer,967.0,280.0,261.0,93.21,246.0,87.86,236.0,84.29,1002.0,333.0,283.0,84.98,229.0,68.77,221.0,66.37
2212,D,C/D level,Galt Joint Union High,Sacramento,517.0,86.0,72.0,83.72,55.0,63.95,52.0,60.47,567.0,214.0,153.0,71.5,106.0,49.53,99.0,46.26
2213,D,C/D level,Bear Valley Unified,San Bernardino,192.0,18.0,17.0,94.44,14.0,77.78,14.0,77.78,195.0,36.0,31.0,86.11,20.0,55.56,20.0,55.56
2214,D,C/D level,Colton Joint Unified,San Bernardino,1589.0,487.0,303.0,62.22,174.0,35.73,158.0,32.44,1621.0,398.0,254.0,63.82,149.0,37.44,136.0,34.17
2216,D,C/D level,Escondido Union High,San Diego,2274.0,766.0,609.0,79.5,455.0,59.4,443.0,57.83,2532.0,773.0,582.0,75.29,372.0,48.12,362.0,46.83
2219,D,C/D level,Poway Unified,San Diego,2841.0,1657.0,1599.0,96.5,1549.0,93.48,1523.0,91.91,2918.0,1102.0,1016.0,92.2,902.0,81.85,882.0,80.04
2220,D,C/D level,Stockton Unified,San Joaquin,2615.0,598.0,392.0,65.55,268.0,44.82,248.0,41.47,2734.0,928.0,499.0,53.77,293.0,31.57,258.0,27.8
2221,D,C/D level,Paso Robles Joint Unified,San Luis Obispo,561.0,144.0,125.0,86.81,113.0,78.47,106.0,73.61,578.0,132.0,105.0,79.55,71.0,53.79,67.0,50.76
2222,D,C/D level,Santa Barbara County Office of Education,Santa Barbara,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2223,D,C/D level,Orcutt Union Elementary,Santa Barbara,138.0,68.0,64.0,94.12,63.0,92.65,61.0,89.71,145.0,56.0,52.0,92.86,44.0,78.57,43.0,76.79
2224,D,C/D level,East Side Union High,Santa Clara,6230.0,5115.0,3238.0,63.3,2445.0,47.8,2276.0,44.5,6785.0,2388.0,1779.0,74.5,1401.0,58.67,1320.0,55.28
2225,D,C/D level,Mountain View-Los Altos Union High,Santa Clara,1074.0,664.0,627.0,94.43,594.0,89.46,583.0,87.8,1061.0,346.0,310.0,89.6,281.0,81.21,274.0,79.19
2226,D,C/D level,Santa Clara Unified,Santa Clara,1088.0,790.0,587.0,74.3,424.0,53.67,403.0,51.01,1136.0,287.0,246.0,85.71,198.0,68.99,192.0,66.9
2227,D,C/D level,West Sonoma County Union High,Sonoma,447.0,132.0,124.0,93.94,100.0,75.76,98.0,74.24,450.0,137.0,125.0,91.24,94.0,68.61,92.0,67.15
2230,D,C/D level,Cotati-Rohnert Park Unified,Sonoma,567.0,105.0,90.0,85.71,71.0,67.62,69.0,65.71,529.0,132.0,95.0,71.97,64.0,48.48,58.0,43.94
2232,D,C/D level,Oxnard Union High,Ventura,4273.0,3175.0,1545.0,48.66,930.0,29.29,849.0,26.74,4063.0,2690.0,1197.0,44.5,784.0,29.14,714.0,26.54
2233,D,C/D level,Marysville Joint Unified,Yuba,654.0,91.0,77.0,84.62,54.0,59.34,52.0,57.14,602.0,119.0,91.0,76.47,58.0,48.74,56.0,47.06
2234,D,C/D level,Albany City Unified,Alameda,262.0,147.0,147.0,100.0,141.0,95.92,141.0,95.92,307.0,114.0,107.0,93.86,97.0,85.09,96.0,84.21
2235,D,C/D level,Gridley Unified,Butte,167.0,94.0,61.0,64.89,46.0,48.94,40.0,42.55,175.0,65.0,40.0,61.54,35.0,53.85,31.0,47.69
2237,D,C/D level,Del Norte County Unified,Del Norte,237.0,66.0,51.0,77.27,38.0,57.58,37.0,56.06,246.0,71.0,49.0,69.01,36.0,50.7,30.0,42.25
2238,D,C/D level,Washington Unified,Fresno,317.0,148.0,75.0,50.68,38.0,25.68,35.0,23.65,339.0,82.0,36.0,43.9,9.0,10.98,8.0,9.76
2239,D,C/D level,Humboldt County Office of Education,Humboldt,81.0,20.0,19.0,95.0,13.0,65.0,13.0,65.0,87.0,21.0,18.0,85.71,15.0,71.43,13.0,61.9
2240,D,C/D level,Fortuna Union High,Humboldt,240.0,52.0,41.0,78.85,33.0,63.46,32.0,61.54,274.0,78.0,58.0,74.36,45.0,57.69,42.0,53.85
2241,D,C/D level,Central Union High,Imperial,994.0,165.0,122.0,73.94,97.0,58.79,88.0,53.33,958.0,274.0,190.0,69.34,116.0,42.34,110.0,40.15
2243,D,C/D level,Delano Joint Union High,Kern,1009.0,368.0,247.0,67.12,167.0,45.38,143.0,38.86,1004.0,320.0,179.0,55.94,122.0,38.13,108.0,33.75
2245,D,C/D level,Fort Sage Unified,Lassen,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2246,D,C/D level,Los Angeles County Office of Education,Los Angeles,1015.0,321.0,225.0,70.09,155.0,48.29,150.0,46.73,1236.0,368.0,258.0,70.11,136.0,36.96,130.0,35.33
2247,D,C/D level,Antelope Valley Union High,Los Angeles,5280.0,3966.0,1851.0,46.67,753.0,18.99,703.0,17.73,5657.0,1147.0,758.0,66.09,376.0,32.78,359.0,31.3
2248,D,C/D level,Arcadia Unified,Los Angeles,797.0,426.0,413.0,96.95,409.0,96.01,400.0,93.9,857.0,372.0,346.0,93.01,327.0,87.9,313.0,84.14
2249,D,C/D level,Norwalk-La Mirada Unified,Los Angeles,1344.0,1171.0,625.0,53.37,288.0,24.59,265.0,22.63,1403.0,1223.0,524.0,42.85,266.0,21.75,242.0,19.79
2250,D,C/D level,Compton Unified,Los Angeles,1351.0,958.0,356.0,37.16,139.0,14.51,123.0,12.84,1361.0,280.0,115.0,41.07,45.0,16.07,41.0,14.64
